"","Age","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
"185",53,"Travel_Rarely",1084,"Research & Development",13,2,"Medical",1,250,4,"Female",57,4,2,"Manufacturing Director",1,"Divorced",4450,26250,1,"Y","No",11,3,3,80,2,5,3,3,4,2,1,3,"0"
"5981",29.3488465747796,"Travel_Rarely",485.512057782384,"Human Resources",13.4418454803526,1,"Human Resources",1,813.789121464593,2.93023068504408,"Male",71.372116436949,2.06976931495592,1,"Human Resources",1.93023068504408,"Single",2306.51294375653,14535.9586553059,1.53488465747796,"Y","No",11,3,3,80,0.46511534252204,4.74419260234572,2,3,2.60465397243388,1.06976931495592,0.53488465747796,1.60465397243388,"1"
"15",28,"Travel_Rarely",103,"Research & Development",24,3,"Life Sciences",1,19,3,"Male",50,2,1,"Laboratory Technician",3,"Single",2028,12947,5,"Y","Yes",14,3,2,80,0,6,4,3,4,2,0,3,"1"
"932",30,"Non-Travel",879,"Research & Development",9,2,"Medical",1,1298,3,"Female",72,3,2,"Manufacturing Director",3,"Single",4695,12858,7,"Y","Yes",18,3,3,80,0,10,3,3,8,4,1,7,"0"
"4021",27.9753529387526,"Travel_Rarely",1307.87604708597,"Research & Development",18.6295764734969,3.19753529387526,"Life Sciences",1,893.661882614717,1.39507058775052,"Male",45.8890882243868,2.80246470612474,1,"Sales Representative",2.60492941224948,"Divorced",2580.46135269152,16926.1303147671,2.18521176325157,"Y","No",20.5926058816258,4,2.80246470612474,80,0.802464706124738,2.77781764487736,0.790141175501049,2.19753529387526,1.79014117550105,1.39507058775052,0,0.592605881625786,"1"
"395",28.4791969712824,"Travel_Frequently",172.387721441686,"Research & Development",24.4791969712824,3.09583939425647,"Life Sciences",1,122.698224585503,2.80832121148705,"Male",50.3833575770259,2,1.09583939425647,"Laboratory Technician",3,"Single",2265.68169775605,12006.04882719,4.61664242297411,"Y","No",14.7667151540518,3.09583939425647,2,80,0,6.76671515405178,4,3,4.86255454830825,2.47919697128236,0.287518182769418,3.47919697128236,"1"
"1328",46,"Travel_Rarely",1319,"Sales",3,3,"Technical Degree",1,1863,1,"Female",45,4,4,"Sales Executive",1,"Divorced",13225,7739,2,"Y","No",12,3,4,80,1,25,5,3,19,17,2,8,"0"
"387",37,"Travel_Rarely",1107,"Research & Development",14,3,"Life Sciences",1,515,4,"Female",95,3,1,"Laboratory Technician",1,"Divorced",3034,26914,1,"Y","No",12,3,3,80,1,18,2,2,18,7,12,17,"0"
"1433",37,"Travel_Rarely",161,"Research & Development",10,3,"Life Sciences",1,2017,3,"Female",42,4,3,"Research Director",4,"Married",13744,15471,1,"Y","Yes",25,4,1,80,1,16,2,3,16,11,6,8,"0"
"21",35.2596678838599,"Travel_Frequently",1017.89662667317,"Research & Development",10.8776647539344,1.93133368110284,"Technical Degree",1,37.1910015649628,2.93133368110284,"Female",64.5493305511773,1.93133368110284,1.46566684055142,"Research Scientist",2.39700052165426,"Married",3065.43268126925,4054.21243261779,1.93133368110284,"Y","Yes",18.2746652755886,3.53433315944858,2.46566684055142,80,0.465666840551421,14.1910015649628,5.46566684055142,3.46566684055142,5.80899843503721,1.06866631889716,3.20599895669147,3.74033211614005,"1"
"1114",35.0769465900958,"Travel_Rarely",1089.3494309946,"Research & Development",10.7307251435705,3.88461832376197,"Life Sciences",1,26.0769465900958,3,"Male",78.307786360383,2,1,"Laboratory Technician",1.23076335247606,"Single",3247.88866846776,7673.7901720549,6.76923664752394,"Y","Yes",21.9615649138577,3.88461832376197,2,80,0,9.53847329504788,4,3,4.88461832376197,2.88461832376197,0,3,"1"
"2021",31.3404557255562,"Travel_Frequently",735.209333803738,"Research & Development",18.638177097775,2.31908854888752,"Life Sciences",1,398.387528041843,1.34045572555624,"Female",68.0427343533374,2.31908854888752,2.31908854888752,"Healthcare Representative",2.31908854888752,"Married",7813.60894059041,16702.5134902864,2.31908854888752,"Y","No",15.4045572555624,3.34045572555624,1.34045572555624,80,0,11.3190885488875,3.02136717666872,3,4.06410153000616,0.680911451112479,2.04273435333744,2.38319007889368,"1"
"114.1",24,"Travel_Rarely",1127,"Research & Development",18,1,"Life Sciences",1,150,2,"Male",52,3,1,"Laboratory Technician",3,"Married",2774,13257,0,"Y","No",12,3,3,80,1,6,2,3,5,3,1,2,"0"
"451",31,"Travel_Rarely",828,"Sales",2,1,"Life Sciences",1,604,2,"Male",77,3,2,"Sales Executive",4,"Single",6582,8346,4,"Y","Yes",13,3,3,80,0,10,2,4,6,5,0,5,"0"
"583.1",40,"Travel_Frequently",791,"Research & Development",2,2,"Medical",1,807,3,"Female",38,4,2,"Healthcare Representative",2,"Married",4244,9931,1,"Y","No",24,4,4,80,1,8,2,3,8,7,3,7,"0"
"947",40,"Travel_Rarely",299,"Sales",25,4,"Marketing",1,1318,4,"Male",57,2,3,"Sales Executive",2,"Single",9094,17235,2,"Y","Yes",12,3,3,80,0,9,2,3,5,4,1,0,"1"
"6111",29.0790330017917,"Travel_Rarely",371.139700945234,"Human Resources",15.3677359856665,3,"Human Resources",1,951.284513548017,3,"Female",58.6322640143335,2,1,"Laboratory Technician",3.53951650089584,"Divorced",2110.00650813617,11212.4544496199,5.53951650089584,"Y","Yes",12.3814504973125,3,2.53951650089584,80,0.539516500895843,6,1.84193399641663,2.46048349910416,4,2,0.539516500895843,2.46048349910416,"1"
"470",32,"Non-Travel",1474,"Sales",11,4,"Other",1,631,4,"Male",60,4,2,"Sales Executive",3,"Married",4707,23914,8,"Y","No",12,3,4,80,0,6,2,3,4,2,1,2,"1"
"342",38,"Travel_Rarely",343,"Research & Development",15,2,"Life Sciences",1,461,3,"Male",92,2,3,"Research Director",4,"Divorced",11510,15682,0,"Y","Yes",14,3,2,80,1,12,3,3,11,10,2,9,"0"
"5431",27.5951842879876,"Travel_Frequently",131.134691984858,"Research & Development",22.4819410799537,3,"Life Sciences",1,168.275793804554,2.89879607199691,"Male",53.9469531921204,2.10120392800309,1,"Laboratory Technician",2.79759214399382,"Single",2143.77729363553,13356.9771123405,4.69638821599074,"Y","Yes",13.6963882159907,3,2.10120392800309,80,0,5.79759214399382,3.79759214399382,2.89879607199691,3.59518428798765,1.79759214399382,0,2.69638821599074,"1"
"171",24.2585119321011,"Travel_Rarely",292.105536856223,"Sales",10.4960714159533,2.49869047198445,"Life Sciences",1,377.946844264399,2.74934523599222,"Female",88.2454166519456,3.74934523599222,1,"Sales Representative",1.74934523599222,"Single",2777.1597624179,23336.5523634553,1.25065476400778,"Y","No",13.9973809439689,3,3.74934523599222,80,0,2.75458334805444,0.501309528015554,3,1.75196429202333,0.501309528015554,0.250654764007777,0.751964292023331,"1"
"55",26,"Travel_Rarely",1443,"Sales",23,3,"Marketing",1,72,3,"Female",47,2,2,"Sales Executive",4,"Married",4157,21436,7,"Y","Yes",19,3,3,80,1,5,2,2,2,2,0,0,"0"
"6881",28.0579262012616,"Travel_Frequently",1399.959647462,"Research & Development",16.9855184496846,2.97103689936921,"Life Sciences",1,1932.09405254223,2.98551844968461,"Female",32.5792620126158,1.98551844968461,1,"Laboratory Technician",3.95655534905382,"Divorced",2389.47536608949,18574.8391036536,4.94207379873842,"Y","No",12.1448155031539,3.01448155031539,1.01448155031539,80,0.985518449684605,6.05792620126158,2.04344465094618,2.01448155031539,4.08688930189237,1.01448155031539,0.08688930189237,3.05792620126158,"1"
"934",28,"Travel_Rarely",640,"Research & Development",1,3,"Technical Degree",1,1301,4,"Male",84,3,1,"Research Scientist",1,"Single",2080,4732,2,"Y","No",11,3,2,80,0,5,2,2,3,2,1,2,"0"
"1360",34,"Travel_Rarely",735,"Sales",3,1,"Medical",1,1915,4,"Female",75,2,2,"Sales Executive",4,"Married",8103,16495,3,"Y","Yes",12,3,3,80,0,9,3,2,4,2,0,1,"0"
"447",26.5179868191481,"Travel_Rarely",912.23737565428,"Research & Development",14.2302144989371,1.74820131808519,"Medical",1,919.86316588521,3.49640263617039,"Female",93.4748184531927,3,1,"Research Scientist",1.74820131808519,"Single",2398.8490114361,6829.19590269029,1.25179868191481,"Y","No",12.4964026361704,3,1.50359736382961,80,0.748201318085194,2.76259077340364,2.74820131808519,1.50359736382961,1.75539604574442,0.503597363829613,0.251798681914806,0.755396045744419,"1"
"680.1",31,"Non-Travel",1188,"Sales",20,2,"Marketing",1,947,4,"Female",45,3,2,"Sales Executive",3,"Married",6932,24406,1,"Y","No",13,3,4,80,1,9,2,2,9,8,0,0,"0"
"634",34.4375611389987,"Travel_Rarely",525.725788956508,"Research & Development",15.1887839189731,1.87512227799743,"Life Sciences",1,803.732971471734,2.43756113899872,"Male",83.4375611389987,3,1.43756113899872,"Sales Executive",2.31268341699615,"Single",4208.36192956334,15522.4042882146,1.56243886100128,"Y","No",14.062927972991,3,3.43756113899872,80,0,8.87512227799743,2,3,6.6253668339923,4.18780569499359,3.6253668339923,4.75024455599487,"1"
"1274",22,"Travel_Rarely",1294,"Research & Development",8,1,"Medical",1,1783,3,"Female",79,3,1,"Laboratory Technician",1,"Married",2398,15999,1,"Y","Yes",17,3,3,80,0,1,6,3,1,0,0,0,"1"
"1272",21,"Travel_Rarely",337,"Sales",7,1,"Marketing",1,1780,2,"Male",31,3,1,"Sales Representative",2,"Single",2679,4567,1,"Y","No",13,3,2,80,0,1,3,3,1,0,1,0,"1"
"1355",56,"Travel_Rarely",1162,"Research & Development",24,2,"Life Sciences",1,1907,1,"Male",97,3,1,"Laboratory Technician",4,"Single",2587,10261,1,"Y","No",16,3,4,80,0,5,3,3,4,2,1,0,"1"
"1039.2",48,"Travel_Rarely",1221,"Sales",7,3,"Marketing",1,1466,3,"Male",96,3,2,"Sales Executive",1,"Divorced",5486,24795,4,"Y","No",11,3,1,80,3,15,3,3,2,2,2,2,"0"
"590",29,"Travel_Rarely",805,"Research & Development",1,2,"Life Sciences",1,816,2,"Female",36,2,1,"Laboratory Technician",1,"Married",2319,6689,1,"Y","Yes",11,3,4,80,1,1,1,3,1,0,0,0,"1"
"456",33,"Travel_Rarely",922,"Research & Development",1,5,"Medical",1,612,1,"Female",95,4,4,"Research Director",3,"Divorced",16184,22578,4,"Y","No",19,3,3,80,1,10,2,3,6,1,0,5,"0"
"1172",40,"Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1,1649,1,"Male",73,3,1,"Laboratory Technician",1,"Single",2166,3339,3,"Y","Yes",14,3,2,80,0,10,3,1,4,2,0,3,"1"
"253",41.1435234602541,"Travel_Frequently",907.948061212432,"Research & Development",17.6082256229129,2.78588086506352,"Medical",1,674.810051855398,2.89294043253176,"Male",59.7835487541743,3.89294043253176,1,"Research Scientist",2.78588086506352,"Divorced",2780.51897306112,20016.5575717837,5.57176173012704,"Y","Yes",11.8929404325318,3,3.89294043253176,80,0,7.10705956746824,2,3,2.21411913493648,2,1.89294043253176,2.10705956746824,"1"
"375",29.7766114831902,"Travel_Frequently",672.831165927462,"Sales",4.64362803823315,3.37766114831902,"Life Sciences",1,665.519661824685,1.75532229663804,"Male",66.4415287079755,2.62233885168098,1,"Sales Representative",1,"Single",2557.50746745546,12188.752800053,6.37766114831902,"Y","No",17.3989503348712,3.37766114831902,2,80,0.622338851680979,7.51064459327608,2.75532229663804,3,3.75532229663804,2.37766114831902,0.622338851680979,2.37766114831902,"1"
"137",51,"Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",1,179,1,"Male",53,1,3,"Manufacturing Director",4,"Single",10650,25150,2,"Y","No",15,3,4,80,0,18,2,3,4,2,0,3,"1"
"285",34.2146203680895,"Travel_Frequently",1132.68603539513,"Sales",15.348641068209,1.26054357271641,"Life Sciences",1,138.129331591073,2.13027178635821,"Female",68.222118195612,1.26054357271641,1.26054357271641,"Sales Executive",1.39081535907462,"Single",4405.5651220479,4834.59043611633,1,"Y","No",21.4789128545672,3.86972821364179,1.86972821364179,80,0.260543572716415,9.86972821364179,4.73945642728359,3.13027178635821,9.86972821364179,2.78163071814924,6.13027178635821,7,"1"
"700",28.9910391934682,"Travel_Rarely",1083.13776234002,"Research & Development",1.20609855023213,3.99103919346817,"Medical",1,2009.00670048408,1.01792161306366,"Male",36.1254512914456,2.99103919346817,1,"Laboratory Technician",3.99103919346817,"Married",4762.27713477868,26005.9234523301,8.96415677387267,"Y","Yes",14,3,2,80,2.97311758040451,4.01792161306366,3.00896080653183,3.99103919346817,2.01792161306366,2,1.98207838693634,2.00896080653183,"1"
"6151",32.4290833529085,"Travel_Rarely",833.060471062316,"Sales",5.99955206620507,2.57136458088644,"Other",1,1002.74528738949,2.85727083822712,"Male",69.1454167645425,1.42863541911356,1,"Laboratory Technician",2.42863541911356,"Single",2472.81426919391,9386.07428256469,3.14317709556781,"Y","No",13.8572708382271,3,2.57136458088644,80,0,4.14317709556781,3,3,1.14272916177288,1.14272916177288,1.14272916177288,1.14272916177288,"1"
"822.1",49,"Travel_Rarely",174,"Sales",8,4,"Technical Degree",1,1138,4,"Male",56,2,4,"Sales Executive",2,"Married",13120,11879,6,"Y","No",17,3,2,80,1,22,3,3,9,8,2,3,"0"
"450",39,"Travel_Frequently",443,"Research & Development",8,1,"Life Sciences",1,602,3,"Female",48,3,1,"Laboratory Technician",3,"Married",3755,17872,1,"Y","No",11,3,1,80,1,8,3,3,8,3,0,7,"0"
"1163",35,"Travel_Rarely",737,"Sales",10,3,"Medical",1,1639,4,"Male",55,2,3,"Sales Executive",1,"Married",10306,21530,9,"Y","No",17,3,3,80,0,15,3,3,13,12,6,0,"1"
"5831",35.1892822040245,"Travel_Frequently",926.658063292038,"Sales",11.0535889798775,3.81071779597551,"Other",1,1509.61184735363,4,"Male",41.2999017126858,2.90535889798775,1.90535889798775,"Laboratory Technician",3.90535889798775,"Single",4345.24901488749,9655.1676440658,3.28392330603674,"Y","Yes",23.1482300818898,3.90535889798775,1.09464110201225,80,0,12.4321533879265,2.09464110201225,3.90535889798775,9.95894787786528,8.14823008188978,5.43215338792652,6.33751228591427,"1"
"209",40,"Non-Travel",1151,"Research & Development",9,5,"Life Sciences",1,287,4,"Male",63,2,2,"Healthcare Representative",4,"Married",4876,14242,9,"Y","No",14,3,4,80,1,5,5,1,3,2,0,2,"0"
"359",35.997275148984,"Travel_Rarely",993.265205283649,"Research & Development",9.32879191497341,1.66575838299468,"Medical",1,698.089899760671,1.33424161700532,"Female",68.353315574117,1.66848323401064,1.66575838299468,"Healthcare Representative",1.66575838299468,"Single",4169.68298190134,15291.1371982545,3.99727514898404,"Y","No",13.6630335319787,3,1.66848323401064,80,0,12.6603086809628,2,1.66848323401064,2.00272485101596,0.668483234010637,0.334241617005318,1.00272485101596,"1"
"396",33.9749650470912,"Travel_Frequently",702.204473972321,"Research & Development",6.57580391690135,1.07510485872626,"Medical",1,57.7873996123672,1.97496504709125,"Female",82.2739863656461,2.97496504709125,1.02503495290875,"Research Scientist",1.05006990581751,"Single",2998.75410710275,16752.186603006,1.97496504709125,"Y","No",11.2753844819963,3.02503495290875,2.97496504709125,80,0,8.15020971745253,2.05006990581751,3,4.22531457617879,2.12517476454377,1.05006990581751,3.12517476454377,"1"
"742.1",42,"Travel_Rarely",265,"Sales",5,2,"Marketing",1,1029,4,"Male",90,3,5,"Manager",3,"Married",18303,7770,6,"Y","No",13,3,2,80,0,21,3,4,1,0,0,0,"0"
"659",32.4064009319991,"Travel_Frequently",848.181306480896,"Research & Development",14.6323974370025,2,"Other",1,1074.30858284421,4,"Male",81.0902022134978,2,1,"Laboratory Technician",3.57419988350011,"Single",2290.39575934154,9491.38796041091,3.12900058249943,"Y","Yes",20.167798951501,3.57419988350011,2,80,0,3.55480069899932,3,2.42580011649989,0.574199883500114,0,0.574199883500114,0,"1"
"767.1",50,"Travel_Rarely",1464,"Research & Development",2,4,"Medical",1,1061,2,"Male",62,3,5,"Research Director",3,"Married",19237,12853,2,"Y","Yes",11,3,4,80,1,29,2,2,8,1,7,7,"0"
"961",41,"Travel_Frequently",1018,"Sales",1,3,"Marketing",1,1349,3,"Female",66,3,2,"Sales Executive",1,"Divorced",4103,4297,0,"Y","No",17,3,4,80,1,10,2,3,9,3,1,7,"0"
"595",27.9001721404493,"Travel_Frequently",807.0355726704,"Sales",11.9001721404493,1.91107285767794,"Life Sciences",1,793.290299732238,2.45553642883897,"Male",84.2994835786521,1.91107285767794,1,"Sales Representative",2.3666092865169,"Divorced",3170.09811098874,13983.9649497494,1,"Y","Yes",21.544463571161,4,2,80,0.455536428838968,6.81124499812722,3.6333907134831,3,6.81124499812722,2,3.26678142696619,4.72231785580516,"1"
"2",49,"Travel_Frequently",279,"Research & Development",8,1,"Life Sciences",1,2,3,"Male",61,2,2,"Research Scientist",2,"Married",5130,24907,1,"Y","No",23,4,4,80,1,10,3,3,10,7,1,7,"0"
"622",39.7261835350655,"Travel_Frequently",999.219795298297,"Research & Development",13.2584954686463,3.46768806641921,"Technical Degree",1,953.222764430568,3,"Male",58.5782749224454,2,1,"Research Scientist",2.06462386716157,"Married",2890.65742442664,11564.4149407283,8.06462386716157,"Y","Yes",19.2738164649345,3.46768806641921,3.06462386716157,80,0.532311933580786,7.87075226567686,4,3,2.87075226567686,1.40306419925764,0,1.40306419925764,"1"
"144",34.4975643754005,"Travel_Rarely",1135.53297793865,"Sales",8.49918812513351,3.91653135418892,"Life Sciences",1,58.5511481165886,3,"Male",79.6628779172897,2.08346864581108,1,"Sales Representative",1.16693729162216,"Single",3241.14780077338,8509.05238011479,6.49918812513351,"Y","No",22.1653135418892,3.91653135418892,2.08346864581108,80,0,9.16531354188919,3.83306270837784,3,4.5826567709446,2.74959406256676,0,2.74959406256676,"1"
"398",33.150689577451,"Travel_Rarely",748.071268858388,"Research & Development",5.81126435054466,1,"Technical Degree",1,132.445411582245,2.18873564945534,"Male",78.1872409388889,3,1,"Laboratory Technician",1.28310347418301,"Single",3028.98287987593,15922.6852943783,1.90563217527233,"Y","Yes",11.3774712989107,3,2.90563217527233,80,0.0943678247276694,7.90563217527233,2.09436782472767,3.09436782472767,4.28310347418301,2.47183912363835,1.37747129891068,3.28310347418301,"1"
"796.1",37,"Travel_Rarely",309,"Sales",10,4,"Life Sciences",1,1105,4,"Female",88,2,2,"Sales Executive",4,"Divorced",6694,24223,2,"Y","Yes",14,3,3,80,3,8,5,3,1,0,0,0,"0"
"221",32,"Non-Travel",1186.28457542136,"Research & Development",15.1219974868,1.52680150792003,"Other",1,138.009100578725,2.35120100528002,"Male",69.8927939683199,1.52680150792003,1.17560050264001,"Sales Executive",1.35120100528002,"Single",4057.37319608033,8058.32446727529,2.22920351848006,"Y","No",20.2439949735999,3.82439949735999,2.35120100528002,80,0,9.29759798943996,4.47319849207997,3,8.94639698415995,2,5.12199748679996,6.12199748679996,"1"
"1121",38,"Travel_Rarely",437,"Sales",16,3,"Life Sciences",1,1583,2,"Female",90,3,2,"Sales Executive",2,"Single",4198,16379,2,"Y","No",12,3,2,80,0,8,5,4,3,2,1,2,"0"
"169",38,"Travel_Rarely",702,"Sales",1,4,"Life Sciences",1,230,1,"Female",59,2,2,"Sales Executive",4,"Single",8686,12930,4,"Y","No",22,4,3,80,0,12,2,4,8,3,0,7,"0"
"1851",27.1114260926843,"Travel_Rarely",1388.36433322355,"Sales",3.07428406178951,1.77785652317107,"Technical Degree",1,417.356537429616,1.51857101544738,"Female",67.1857101544738,2.74071449227631,1,"Sales Representative",1.74071449227631,"Single",3255.15352908336,18086.3473812528,2.55571304634213,"Y","No",17.8149985540658,3.25928550772369,2,80,0,7.03714203089476,4,3,5,3,0.740714492276311,3.74071449227631,"1"
"5391",34,"Travel_Rarely",725.050455294084,"Sales",11.1528373109177,1.85880621848628,"Medical",1,448.379822184332,1.71373126050457,"Male",70.6904442016967,2.71373126050457,1.28626873949543,"Research Scientist",1.28626873949543,"Single",3429.194464033,14443.422216306,1.42746252100915,"Y","Yes",14.4352248739451,3.28626873949543,3,80,0,10.2901499159634,2,3.28626873949543,7.14895613444969,4.00388117646798,3.57641865545884,5.00388117646798,"1"
"373.1",35,"Travel_Rarely",755,"Research & Development",9,4,"Life Sciences",1,496,3,"Male",97,2,2,"Healthcare Representative",2,"Single",6540,19394,9,"Y","No",19,3,3,80,0,10,5,3,1,1,0,0,"0"
"192",27,"Travel_Rarely",894,"Research & Development",9,3,"Medical",1,260,4,"Female",99,3,1,"Research Scientist",2,"Single",2279,11781,1,"Y","No",16,3,4,80,0,7,2,2,7,7,0,3,"0"
"5491",29.7664250368252,"Travel_Rarely",332.832355229184,"Sales",1.87591432780027,4,"Life Sciences",1,1358.31350999232,1.21897858195007,"Male",98.0291927624494,2,1,"Sales Representative",1,"Single",2476.41630906891,7504.27723265253,6.10948929097503,"Y","No",14.0948929097503,3.10948929097503,2.89051070902497,80,0,10.890510709025,2.21897858195007,1.21897858195007,8.56204283609986,6.56204283609986,0,6.56204283609986,"1"
"490",43,"Travel_Rarely",782,"Research & Development",6,4,"Other",1,661,2,"Male",50,2,4,"Research Director",4,"Divorced",16627,2671,4,"Y","Yes",14,3,3,80,1,21,3,2,1,0,0,0,"0"
"677.1",35,"Travel_Rarely",1137,"Research & Development",21,1,"Life Sciences",1,942,4,"Female",51,3,2,"Healthcare Representative",4,"Married",4014,19170,1,"Y","Yes",25,4,4,80,1,10,2,1,10,6,0,7,"0"
"4",37,"Travel_Rarely",1373,"Research & Development",2,2,"Other",1,4,4,"Male",92,2,1,"Laboratory Technician",3,"Single",2090,2396,6,"Y","Yes",15,3,2,80,0,7,3,3,0,0,0,0,"1"
"3910",31.1269108345732,"Travel_Rarely",1050.95342276478,"Research & Development",5.5211518057622,2.4365445827134,"Medical",1,47.2808386040851,2.4788481942378,"Male",67.1980095901527,3,1,"Laboratory Technician",1.9576963884756,"Single",3190.32598142838,14265.7821455295,1.5211518057622,"Y","No",11.9576963884756,3,3,80,0,5.12691083457321,2.4788481942378,2.5211518057622,3.0423036115244,2,1.4788481942378,2.5211518057622,"1"
"3131",40.0666717402637,"Travel_Rarely",1152.19963470101,"Research & Development",2,3.53333587013185,"Life Sciences",1,711.634504065849,2.46666412986815,"Male",65.1666222726926,1.23333206493407,1,"Laboratory Technician",3.76666793506593,"Single",2617.46753932536,14148.2527766256,4.46666412986815,"Y","Yes",13.4666641298681,3,2.76666793506593,80,0.766667935065925,9.30000380519778,1.46666412986815,2.23333206493407,5.36667554546148,5.36667554546148,0.766667935065925,0,"1"
"3831",48.9313599206507,"Travel_Rarely",1330.38800028339,"Research & Development",3.70447998866439,3.70447998866439,"Life Sciences",1,921.862473895773,1.44328001700342,"Male",42.5700803287327,2.85223999433219,1,"Research Scientist",3,"Married",2406.18103789724,9159.37659502029,8.55671998299658,"Y","Yes",12.4432800170034,3,2.85223999433219,80,2.55671998299658,16.3746399376541,2.14776000566781,3.85223999433219,8.52239994332194,0,1.70447998866439,5.96567996032536,"1"
"225",31,"Non-Travel",979,"Research & Development",1,4,"Medical",1,308,3,"Male",90,1,2,"Manufacturing Director",3,"Married",4345,4381,0,"Y","No",12,3,4,80,1,6,2,3,5,4,1,4,"0"
"675",58,"Travel_Rarely",1272,"Research & Development",5,3,"Technical Degree",1,940,3,"Female",37,2,3,"Healthcare Representative",2,"Divorced",10552,9255,2,"Y","Yes",13,3,4,80,1,24,3,3,6,0,0,4,"0"
"1199.1",33,"Non-Travel",530,"Sales",16,3,"Life Sciences",1,1681,3,"Female",36,3,2,"Sales Executive",4,"Divorced",5368,16130,1,"Y","Yes",25,4,3,80,1,7,2,3,6,5,1,2,"0"
"7011",30.920941632241,"Travel_Rarely",1159.47307483247,"Research & Development",1.24011770403013,3.51976459193975,"Other",1,1541.24188474705,1.72035311209038,"Male",49.4465914256871,2.75988229596987,1,"Laboratory Technician",3.75988229596987,"Single",4139.40255223075,20426.4871187732,8.27964688790962,"Y","Yes",14.2401177040301,3,2,80,2.27964688790962,4.72035311209038,3,3.75988229596987,1.51976459193975,1.51976459193975,1.51976459193975,1.51976459193975,"1"
"438",30,"Travel_Rarely",413,"Sales",7,1,"Marketing",1,585,4,"Male",57,3,1,"Sales Representative",2,"Single",2983,18398,0,"Y","No",14,3,1,80,0,4,3,3,3,2,1,2,"0"
"931.1",51,"Travel_Frequently",968,"Research & Development",6,2,"Medical",1,1297,2,"Female",40,2,1,"Laboratory Technician",3,"Single",2838,4257,0,"Y","No",14,3,2,80,0,8,6,2,7,0,7,7,"0"
"1142.1",30,"Travel_Rarely",241,"Research & Development",7,3,"Medical",1,1609,2,"Male",48,2,1,"Research Scientist",2,"Married",2141,5348,1,"Y","No",12,3,2,80,1,6,3,2,6,4,1,1,"0"
"540",34,"Travel_Rarely",762.67666072282,"Sales",18.5953834396787,3.09923057327978,"Medical",1,1051.22605861397,1.30025647557341,"Female",52.9110284496564,2.30025647557341,1.69974352442659,"Research Scientist",1.69974352442659,"Single",4106.87963653519,10603.4818886502,0.600512951146811,"Y","Yes",19.3969222931191,3.69974352442659,3,80,0,13.5979481954128,2,3.69974352442659,11.6971787686925,6.89820467098616,7.29769171983935,7.89820467098616,"1"
"508",29,"Travel_Rarely",1176,"Sales",3,2,"Medical",1,690,2,"Female",62,3,2,"Sales Executive",3,"Married",5561,3487,1,"Y","No",14,3,1,80,1,6,5,2,6,0,1,2,"0"
"761",31.3129726592451,"Travel_Rarely",873.266143274494,"Research & Development",11.5763525278307,3,"Life Sciences",1,160.629581182729,1.34351367037743,"Female",42.5458115166984,2.82824316481128,1,"Laboratory Technician",1.34351367037743,"Single",3826.94415397011,10691.6938622189,6.65648632962257,"Y","No",20.6259453184903,3.82824316481128,1.17175683518872,80,0,9.31297265924513,2.34351367037743,3.82824316481128,4.82824316481128,3.65648632962257,0,3.82824316481128,"1"
"513",32.0999761116691,"Travel_Rarely",416.678671127418,"Research & Development",6.90002388833091,2.81667064805515,"Life Sciences",1,1171.02235607081,1.54998805583455,"Male",44.6331024128012,2,1,"Laboratory Technician",2.18332935194485,"Single",1412.98003276228,18619.9790942636,1.91664675972424,"Y","No",12.5499880558345,3,2.81667064805515,80,0,2.09997611166909,3,3.81667064805515,0.816670648055151,0,0,0,"1"
"198",42,"Non-Travel",926,"Research & Development",21,2,"Medical",1,270,3,"Female",36,3,2,"Manufacturing Director",3,"Divorced",5265,16439,2,"Y","No",16,3,2,80,1,11,5,3,5,3,0,2,"0"
"572",25.5741878785193,"Travel_Frequently",827.611257229,"Sales",5.52472929283977,2.84157643094659,"Life Sciences",1,952.001219889149,2.42078821547329,"Female",75.0494585856795,2.57921178452671,1,"Sales Representative",2.73763535358012,"Single",2342.40874003991,13608.7075442784,3.52472929283977,"Y","Yes",16.6286703702062,3.42078821547329,2.57921178452671,80,0,4.20788215473294,2.84157643094659,3.57921178452671,2.10394107736647,1.26236464641988,0,1.26236464641988,"1"
"4401",24.6106227533892,"Travel_Rarely",754.325327557046,"Research & Development",12.1371796368621,3.56489620776847,"Life Sciences",1,687.837109997869,3,"Male",48.8702075844631,2,1,"Research Scientist",3.56489620776847,"Single",2494.03937140899,8018.84548342787,2.17551896115765,"Y","Yes",12.3053113766946,3,2,80,0.56489620776847,3.17551896115765,4.56489620776847,3,1.74041516892612,0.87020758446306,0,1.30531137669459,"1"
